"Language","Dialect","Source","Segment","Type","Notes","Place_of_Articulation","Manner","Voicing","Aspiration","Vowel_Type","Height","Backness","Rounding","Length","Nasalization"
"Mro Khimi","Xautau","Hornéy","ɯ","vowel","","","","","","monophthong","high","back","unrounded","short","oral"
"Mro Khimi","Xautau","Hornéy","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Mro Khimi","Xautau","Hornéy","ɯ̃","vowel","","","","","","monophthong","high","back","unrounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","ũ","vowel","","","","","","monophthong","high","back","rounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","ɤ","vowel","","","","","","monophthong","high-mid","back","unrounded","short","oral"
"Mro Khimi","Xautau","Hornéy","ɤ̃","vowel","","","","","","monophthong","high-mid","back","unrounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Mro Khimi","Xautau","Hornéy","õ","vowel","","","","","","monophthong","high-mid","back","rounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","ɑ","vowel","","","","","","monophthong","low","back","unrounded","short","oral"
"Mro Khimi","Xautau","Hornéy","ɒ","vowel","","","","","","monophthong","low","back","rounded","short","oral"
"Mro Khimi","Xautau","Hornéy","ɑ̃","vowel","","","","","","monophthong","low","back","unrounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","ɒ̃","vowel","","","","","","monophthong","low","back","rounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","ai","vowel","","","","","","diphthong","","","","short",""
"Mro Khimi","Xautau","Hornéy","au","vowel","","","","","","diphthong","","","","short",""
"Zophei","Nuitah","Lotven","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Zophei","Nuitah","Lotven","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","f","consonant","","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","m̥","consonant","","bilabial","nasal","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Zophei","Nuitah","Lotven","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","ts","consonant","","alveolar","affricate","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","tsʰ","consonant","","alveolar","affricate","voiceless","aspirated","","","","","",""
"Zophei","Nuitah","Lotven","tɬ","consonant","","alveolar","lateral affricate","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","tl","consonant","","alveolar","lateral affricate","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","n̥","consonant","","alveolar","nasal","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","l̥","consonant","","alveolar","lateral approximant","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","ɹ̥","consonant","","alveolar","approximant","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","ɹ","consonant","","alveolar","approximant","voiced","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Zophei","Nuitah","Lotven","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Zophei","Nuitah","Lotven","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Zophei","Nuitah","Lotven","iː","vowel","","","","","","monophthong","high","front","unrounded","long","oral"
"Zophei","Nuitah","Lotven","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Zophei","Nuitah","Lotven","eː","vowel","","","","","","monophthong","high-mid","front","unrounded","long","oral"
"Zophei","Nuitah","Lotven","ɨː","vowel","","","","","","monophthong","high","central","unrounded","long","oral"
"Zophei","Nuitah","Lotven","ʉː","vowel","","","","","","monophthong","high","central","rounded","long","oral"
"Zophei","Nuitah","Lotven","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Zophei","Nuitah","Lotven","a:","vowel","","","","","","monophthong","low","central","unrounded","long","oral"
"Zophei","Nuitah","Lotven","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Zophei","Nuitah","Lotven","uː","vowel","","","","","","monophthong","high","back","rounded","long","oral"
"Zophei","Nuitah","Lotven","o:","vowel","","","","","","monophthong","high-mid","back","rounded","long","oral"
"Zophei","Nuitah","Lotven","ui","vowel","","","","","","diphthong","","","","short",""
"Zophei","Nuitah","Lotven","ai","vowel","","","","","","diphthong","","","","short",""
"Zophei","Nuitah","Lotven","oi","vowel","","","","","","diphthong","","","","short",""
"Zophei","Nuitah","Lotven","ia","vowel","","","","","","diphthong","","","","short",""
"Zophei","Nuitah","Lotven","ua","vowel","","","","","","diphthong","","","","short",""
"Paite","Lamjang, Tuithapi village","Singh","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","c","consonant","","palatal","plosive","voiceless","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","ɟ","consonant","","palatal","plosive","voiced","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","g","consonant","","velar","plosive","voiced","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","x","consonant","","velar","fricative","voiceless","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Paite","Lamjang, Tuithapi village","Singh","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Paite","Lamjang, Tuithapi village","Singh","iː","vowel","","","","","","monophthong","high","front","unrounded","long","oral"
"Paite","Lamjang, Tuithapi village","Singh","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Paite","Lamjang, Tuithapi village","Singh","eː","vowel","","","","","","monophthong","high-mid","front","unrounded","long","oral"
"Paite","Lamjang, Tuithapi village","Singh","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Paite","Lamjang, Tuithapi village","Singh","uː","vowel","","","","","","monophthong","high","back","rounded","long","oral"
"Paite","Lamjang, Tuithapi village","Singh","ə","vowel","","","","","","monophthong","mid","central","unrounded","short","oral"
"Paite","Lamjang, Tuithapi village","Singh","əː","vowel","","","","","","monophthong","mid","central","unrounded","long","oral"
"Paite","Lamjang, Tuithapi village","Singh","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Paite","Lamjang, Tuithapi village","Singh","oː","vowel","","","","","","monophthong","high-mid","back","rounded","long","oral"
"Paite","Lamjang, Tuithapi village","Singh","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Paite","Lamjang, Tuithapi village","Singh","aː","vowel","","","","","","monophthong","low","central","unrounded","long","oral"
"Paite","Lamjang, Tuithapi village","Singh","əi","vowel","","","","","","diphthong","","","","short",""
"Paite","Lamjang, Tuithapi village","Singh","ai","vowel","","","","","","diphthong","","","","short",""
"Paite","Lamjang, Tuithapi village","Singh","ei","vowel","","","","","","diphthong","","","","short",""
"Paite","Lamjang, Tuithapi village","Singh","ui","vowel","","","","","","diphthong","","","","short",""
"Paite","Lamjang, Tuithapi village","Singh","ia","vowel","","","","","","diphthong","","","","short",""
"Paite","Lamjang, Tuithapi village","Singh","ua","vowel","","","","","","diphthong","","","","short",""
"Paite","Lamjang, Tuithapi village","Singh","əu","vowel","","","","","","diphthong","","","","short",""
"Paite","Lamjang, Tuithapi village","Singh","au","vowel","","","","","","diphthong","","","","short",""
"Paite","Lamjang, Tuithapi village","Singh","iu","vowel","","","","","","diphthong","","","","short",""
"Paite","Lamjang, Tuithapi village","Singh","eu","vowel","","","","","","diphthong","","","","short",""
"Pangkhua","Pangkhua Para","Akter","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","t̪","consonant","","dental","plosive","voiceless","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","t̪ʰ","consonant","","dental","plosive","voiceless","aspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","d̪","consonant","","dental","plosive","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","f","consonant","","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","w","consonant","","labial","approximant","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","ts","consonant","","alveolar","affricate","voiceless","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","r","consonant","","alveolar","trill","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","j","consonant","","palatal","approximant","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Pangkhua","Pangkhua Para","Akter","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Pangkhua","Pangkhua Para","Akter","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Pangkhua","Pangkhua Para","Akter","ɑ","vowel","","","","","","monophthong","low","back","unrounded","short","oral"
"Pangkhua","Pangkhua Para","Akter","ə","vowel","","","","","","monophthong","mid","central","unrounded","short","oral"
"Pangkhua","Pangkhua Para","Akter","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Pangkhua","Pangkhua Para","Akter","ɞ","vowel","","","","","","monophthong","low-mid","central","rounded","short","oral"
"Pangkhua","Pangkhua Para","Akter","ɒ","vowel","","","","","","monophthong","low","back","rounded","short","oral"
"Pangkhua","Pangkhua Para","Akter","ɑi","vowel","","","","","","diphthong","","","","short",""
"Pangkhua","Pangkhua Para","Akter","ou","vowel","","","","","","diphthong","","","","short",""
"Pangkhua","Pangkhua Para","Akter","uai","vowel","","","","","","triphthong","","","","",""
"Pangkhua","Pangkhua Para","Akter","ua","vowel","","","","","","diphthong","","","","short",""
"Pangkhua","Pangkhua Para","Akter","əu","vowel","","","","","","diphthong","","","","short",""
"Pangkhua","Pangkhua Para","Akter","ia","vowel","","","","","","diphthong","","","","short",""
"Pangkhua","Pangkhua Para","Akter","iau","vowel","","","","","","triphthong","","","","",""
"Pangkhua","Pangkhua Para","Akter","əi","vowel","","","","","","diphthong","","","","short",""
"Pangkhua","Pangkhua Para","Akter","ɒi","vowel","","","","","","diphthong","","","","short",""
"Pangkhua","Pangkhua Para","Akter","əu","vowel","","","","","","diphthong","","","","short",""
"Pangkhua","Pangkhua Para","Akter","ei","vowel","","","","","","diphthong","","","","short",""
"Senthang","?","Watson","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Senthang","?","Watson","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Senthang","?","Watson","f","consonant","","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Senthang","?","Watson","m̥","consonant","","bilabial","nasal","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Senthang","?","Watson","t̪","consonant","","dental","plosive","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","t̪ʰ","consonant","","dental","plosive","voiceless","aspirated","","","","","",""
"Senthang","?","Watson","d̪","consonant","","dental","plosive","voiced","unaspirated","","","","","",""
"Senthang","?","Watson","n̪̊","consonant","","dental","nasal","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","n̪","consonant","","dental","nasal","voiced","unaspirated","","","","","",""
"Senthang","?","Watson","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Senthang","?","Watson","ts","consonant","","alveolar","affricate","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","l̥","consonant","","alveolar","lateral approximant","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Senthang","?","Watson","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Senthang","?","Watson","x","consonant","","velar","fricative","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","ɣ","consonant","","velar","fricative","voiced","unaspirated","","","","","",""
"Senthang","?","Watson","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Senthang","?","Watson","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Senthang","?","Watson","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Senthang","?","Watson","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Senthang","?","Watson","ɛ","vowel","","","","","","monophthong","low-mid","front","unrounded","short","oral"
"Senthang","?","Watson","ə","vowel","","","","","","monophthong","mid","central","unrounded","short","oral"
"Senthang","?","Watson","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Senthang","?","Watson","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Senthang","?","Watson","ɤ","vowel","","","","","","monophthong","high-mid","back","unrounded","short","oral"
"Senthang","?","Watson","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Senthang","?","Watson","ɔ","vowel","","","","","","monophthong","low-mid","back","rounded","short","oral"
"Sizang","?","Sarangthem","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Sizang","?","Sarangthem","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Sizang","?","Sarangthem","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Sizang","?","Sarangthem","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Sizang","?","Sarangthem","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Sizang","?","Sarangthem","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Sizang","?","Sarangthem","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Sizang","?","Sarangthem","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Sizang","?","Sarangthem","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Sizang","?","Sarangthem","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Sizang","?","Sarangthem","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Sizang","?","Sarangthem","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Sizang","?","Sarangthem","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Sizang","?","Sarangthem","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Sizang","?","Sarangthem","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Sizang","?","Sarangthem","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Sizang","Buan Man","Stern","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Sizang","Buan Man","Stern","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Sizang","Buan Man","Stern","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Sizang","Buan Man","Stern","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Sizang","?","Sarangthem","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Sizang","?","Sarangthem","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Sizang","?","Sarangthem","ə","vowel","","","","","","monophthong","mid","central","unrounded","short","oral"
"Sizang","?","Sarangthem","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Sizang","?","Sarangthem","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Sizang","?","Sarangthem","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Sizang","?","Sarangthem","əi","vowel","","","","","","diphthong","","","","short",""
"Sizang","?","Sarangthem","ei","vowel","","","","","","diphthong","","","","short",""
"Sizang","?","Sarangthem","ai","vowel","","","","","","diphthong","","","","short",""
"Sizang","?","Sarangthem","oi","vowel","","","","","","diphthong","","","","short",""
"Sizang","?","Sarangthem","ui","vowel","","","","","","diphthong","","","","short",""
"Sizang","?","Sarangthem","əu","vowel","","","","","","diphthong","","","","short",""
"Sizang","?","Sarangthem","au","vowel","","","","","","diphthong","","","","short",""
"Sizang","?","Sarangthem","ia","vowel","","","","","","diphthong","","","","short",""
"Sizang","?","Sarangthem","ua","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Sizang","Buan Man","Stern","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Sizang","Buan Man","Stern","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Sizang","Buan Man","Stern","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Sizang","Buan Man","Stern","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Sizang","Buan Man","Stern","ei","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","ai","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","oi","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","ui","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","au","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","ia","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","ua","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","ie","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","eu","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","ɔi","vowel","","","","","","diphthong","","","","short",""
"Sizang","Buan Man","Stern","uei","vowel","","","","","","triphthong","","","","",""
"Sizang","Buan Man","Stern","oai","vowel","","","","","","triphthong","","","","",""
"Sizang","Buan Man","Stern","ɔai","vowel","","","","","","triphthong","","","","",""
"Tedim","?","Otsuka","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Tedim","?","Otsuka","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Tedim","?","Otsuka","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Tedim","?","Otsuka","f","consonant","Ideophones only","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Tedim","?","Otsuka","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Tedim","?","Otsuka","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Tedim","?","Otsuka","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Tedim","?","Otsuka","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Tedim","?","Otsuka","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Tedim","?","Otsuka","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Tedim","?","Otsuka","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Tedim","?","Otsuka","tɕ","consonant","","alveolo-palatal","affricate","voiceless","unaspirated","","","","","",""
"Tedim","?","Otsuka","tɕʰ","consonant","Ideophones only","alveolo-palatal","affricate","voiceless","aspirated","","","","","",""
"Tedim","?","Otsuka","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Tedim","?","Otsuka","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Tedim","?","Otsuka","lˀ","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Tedim","?","Otsuka","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Tedim","?","Otsuka","g","consonant","","velar","plosive","voiced","unaspirated","","","","","",""
"Tedim","?","Otsuka","x","consonant","","velar","fricative","voiceless","unaspirated","","","","","",""
"Tedim","?","Otsuka","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Tedim","?","Otsuka","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Tedim","?","Otsuka","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Tedim","?","Otsuka","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Tedim","?","Otsuka","iː","vowel","","","","","","monophthong","high","front","unrounded","long","oral"
"Tedim","?","Otsuka","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Tedim","?","Otsuka","ɛː","vowel","","","","","","monophthong","low-mid","front","unrounded","long","oral"
"Tedim","?","Otsuka","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Tedim","?","Otsuka","aː","vowel","","","","","","monophthong","low","central","unrounded","long","oral"
"Tedim","?","Otsuka","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Tedim","?","Otsuka","uː","vowel","","","","","","monophthong","high","back","rounded","long","oral"
"Tedim","?","Otsuka","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Tedim","?","Otsuka","ɔː","vowel","","","","","","monophthong","low-mid","back","rounded","long","oral"
"Tedim","?","Otsuka","iu","vowel","","","","","","diphthong","","","","short",""
"Tedim","?","Otsuka","ia","vowel","","","","","","diphthong","","","","short",""
"Tedim","?","Otsuka","ei","vowel","","","","","","diphthong","","","","short",""
"Tedim","?","Otsuka","ɛːi","vowel","","","","","","diphthong","","","","long",""
"Tedim","?","Otsuka","eu","vowel","","","","","","diphthong","","","","short",""
"Tedim","?","Otsuka","ɛ:u","vowel","","","","","","diphthong","","","","long",""
"Tedim","?","Otsuka","ɑi","vowel","","","","","","diphthong","","","","short",""
"Tedim","?","Otsuka","ɑu","vowel","","","","","","diphthong","","","","short",""
"Tedim","?","Otsuka","ɑːu","vowel","","","","","","diphthong","","","","long",""
"Tedim","?","Otsuka","ou","vowel","","","","","","diphthong","","","","short",""
"Tedim","?","Otsuka","oi","vowel","","","","","","diphthong","","","","short",""
"Tedim","?","Otsuka","ɔːi","vowel","","","","","","diphthong","","","","long",""
"Tedim","?","Otsuka","ui","vowel","","","","","","diphthong","","","","short",""
"Tedim","?","Otsuka","uːi","vowel","","","","","","diphthong","","","","long",""
"Tedim","?","Otsuka","ua","vowel","","","","","","diphthong","","","","short",""
"Tedim","?","Otsuka","iɑi","vowel","","","","","","triphthong","","","","",""
"Tedim","?","Otsuka","iɑu","vowel","","","","","","triphthong","","","","",""
